developer,genre,type,rating
Neon Giant,"['Role-Playing', 'Action RPG']",NaN,NaN
nDreams,"['Miscellaneous', 'General']",singleplayer,NaN
Stoic,"['Role-Playing', 'General', 'Strategy', 'Turn-Based', 'Tactics']",singleplayer,T
Stoic Jester Studios,"['Strategy', 'Turn-Based', 'Tactics']",NaN,T
Stoic,"['Strategy', 'Turn-Based', 'Tactics']",singleplayer,T
Harmonix Music Systems,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",NaN,T
Blue Castle Games,"['Sports', 'Traditional', 'Team', 'Baseball', 'Arcade']",multiplayer,E
Blue Castle Games,"['Sports', 'Traditional', 'Team', 'Baseball', 'Arcade']",multiplayer,E10+
Question,"['Action Adventure', 'Survival']",multiplayer,M
KING Art,"['Adventure', 'General']",NaN,T
KING Art,"['Adventure', 'General', 'Point-and-Click']",singleplayer,T
Bossa Studios,"['Adventure', '3D', 'First-Person']",singleplayer,T
Awfully Nice Studios,"['Action', 'Platformer', '2D']",NaN,NaN
Splendy Games,"['Adventure', 'Point-and-Click']",NaN,T
2K Marin,"['Action', 'Shooter', 'First-Person', 'Third-Person', 'Sci-Fi', 'Tactical', 'Arcade']",singleplayer,M
historia Inc,"['Role-Playing', 'General']",singleplayer,T
Aquria,"['Role-Playing', 'General']",singleplayer,M
Double Fine Productions,"['Action', 'Platformer', '2D']",NaN,T
Traveller's Tales,"['Action Adventure', 'Fantasy']",multiplayer,T
Starbreeze,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,M
Paranoid Productions,"['Action Adventure', 'Open-World']",singleplayer,M
Crytek,"['Action', 'General']",singleplayer,NaN
Bizarre Creations,"['Action', 'Shooter', 'Third-Person', 'Modern', 'Arcade']",multiplayer,M
Shortbreak Studios,"['Action', 'Arcade']",singleplayer,NaN
Devespresso Games,"['Action Adventure', 'Survival']",singleplayer,T
Devespresso Games,"['Action Adventure', 'Survival']",singleplayer,T
Wales Interactive,"['Adventure', 'General']",singleplayer,M
Stardock,"['Strategy', 'General', 'Management', 'Business / Tycoon']",singleplayer,E
Big Bad Wolf,"['Adventure', 'General']",singleplayer,M
Big Bad Wolf,"['Adventure', 'General']",singleplayer,M
Big Bad Wolf,"['Adventure', 'General']",singleplayer,NaN
Big Bad Wolf,"['Adventure', 'General']",singleplayer,M
Big Bad Wolf,"['Adventure', 'General']",singleplayer,NaN
Ubisoft Reflections,"['GT / Street', 'Driving', 'Racing', 'Simulation', 'Automobile']",NaN,T
Ubisoft Ivory Tower,"['Racing', 'Simulation', 'Automobile']",multiplayer,T
Kylotonn,"['Action Adventure', 'Fantasy', 'General']",NaN,M
Double Helix Games,"['Action', 'General']",singleplayer,T
BonusXP,"['Strategy', 'Turn-Based', 'Tactics']",singleplayer,E10+
Random Potion Oy,"['Role-Playing', 'General']",multiplayer,NaN
Supermassive Games,"['Action Adventure', 'Survival']",multiplayer,M
Supermassive Games,"['Action Adventure', 'Survival']",multiplayer,M
Supermassive Games,"['Action Adventure', 'Survival']",multiplayer,M
Success,"['Role-Playing', 'First-Person', 'Western-Style']",NaN,E10+
Starbreeze,"['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",multiplayer,M
Digital Extremes,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,M
Spooky Doorway,"['Adventure', 'General', 'Point-and-Click']",singleplayer,E10+
ACE Team,"['Action Adventure', 'Linear']",singleplayer,T
Genius Sonority Inc.,"['Role-Playing', 'General']",NaN,E
Rival Games Ltd,"['Adventure', 'General']",singleplayer,NaN
Ska Studios,"['Action', ""Beat-'Em-Up"", '2D']",NaN,M
Capcom,"['Miscellaneous', 'Compilation']",NaN,E10+
Cockroach Inc.,"['Action', 'Adventure', 'General', 'Point-and-Click']",singleplayer,NaN
Bethesda Softworks,"['Role-Playing', 'First-Person', 'Western-Style']",singleplayer,T
Bethesda Softworks,"['Role-Playing', 'First-Person', 'Western-Style']",singleplayer,M
Bethesda Softworks,"['Role-Playing', 'First-Person', 'Western-Style']",singleplayer,M
Bethesda Softworks,"['Role-Playing', 'First-Person', 'Western-Style']",singleplayer,M
ZeniMax Media,"['Role-Playing', 'Massively Multiplayer']",multiplayer,M
ZeniMax Media,"['Role-Playing', 'Massively Multiplayer']",multiplayer,M
ZeniMax Media,"['Role-Playing', 'Massively Multiplayer']",NaN,M
ZeniMax Media,"['Role-Playing', 'Massively Multiplayer']",multiplayer,M
ZeniMax Media,"['Role-Playing', 'Massively Multiplayer']",multiplayer,M
ZeniMax Media,"['First-Person', 'Massively Multiplayer Online', 'Fantasy', 'Role-Playing', 'Massively Multiplayer']",multiplayer,M
Bethesda Game Studios,"['Role-Playing', 'First-Person', 'Western-Style']",singleplayer,M
Bethesda Game Studios,"['Role-Playing', 'Western-Style']",singleplayer,M
Edmund McMillen,"['Action', 'Platformer', '2D']",singleplayer,NaN
Mouldy Toof Studios,"['Action', 'General']",NaN,T
Mouldy Toof Studios,"['Action', 'General']",NaN,T
Leonard Menchiari,"['Adventure', 'General']",singleplayer,NaN
ACE Team,"['Action Adventure', 'Open-World']",NaN,T
Tango Gameworks,"['Horror', 'Action Adventure', 'Survival']",NaN,M
Tango Gameworks,"['Action Adventure', 'Survival']",singleplayer,M
ZootFly,"['Action', 'General', 'Shooter', 'Third-Person', ""Shoot-'Em-Up"", 'Modern', 'Top-Down']",NaN,M
Over The Moon,"['Action', 'Action Adventure', 'Sci-Fi', 'General']",singleplayer,NaN
Over The Moon,"['Action Adventure', 'General']",singleplayer,T
Coldwood Interactive,"['Action', 'Fighting', '3D']",NaN,T
tinyBuild,"['Action Adventure', 'General', 'Linear']",singleplayer,NaN
"Stingbot Games, Inc.","['Action Adventure', 'Open-World']",singleplayer,T
Modern Storyteller,"['Action Adventure', 'General']",singleplayer,T
The Voxel Agents,"['Adventure', 'General']",singleplayer,NaN
Electronic Arts,"['Action Adventure', 'Historic']",singleplayer,M
EA Redwood Shores,"['Action Adventure', 'Adventure', 'Third-Person', 'Historic', 'Linear', 'Open-World', 'Modern']",multiplayer,M
Shiny Entertainment,"['Action Adventure', 'Fantasy', 'General']",singleplayer,E10+
HB Studios Multimedia,"['Traditional', 'Sports', 'Individual', 'Golf', 'Sim']",NaN,E
HB Studios Multimedia,"['Sports', 'Individual', 'Golf', 'Arcade']",multiplayer,E
HB Studios Multimedia,"['Sports', 'Individual', 'Golf', 'Sim']",multiplayer,E
White Owls,"['Role-Playing', 'General']",NaN,NaN
Capcom,"['Miscellaneous', 'Compilation']",singleplayer,T
Pivotal Games,"['Action Adventure', 'Modern']",singleplayer,T
Caligari Games,"['Action', 'Platformer', '2D']",singleplayer,NaN
Midway,"['Action', ""Beat-'Em-Up""]",multiplayer,E10+
Top Heavy Studios,"['Miscellaneous', 'Trivia / Game Show']",multiplayer,M
Her Interactive,"['Action Adventure', 'Adventure', 'Modern', 'General']",NaN,E
High Voltage Software,"['Action', 'Platformer', '3D']",NaN,T
Activision,"['Action', 'Shooter', 'First-Person', 'Historic', 'Arcade']",NaN,T
Inevitable Entertainment,"['Action Adventure', 'Fantasy', 'General']",singleplayer,E
VRESKI,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",singleplayer,NaN
Wow Entertainment,"['Action', 'Shooter', 'Rail']",multiplayer,M
NeocoreGames,"['Role-Playing', 'Action RPG']",NaN,T
Edge of Reality,"['Action', 'General']",singleplayer,T
Pocket Studios,"['Action', 'Platformer', '2D']",multiplayer,E
Radical Entertainment,"['Action Adventure', 'Sci-Fi']",singleplayer,T
Heavy Iron Studios,"['Action Adventure', 'Modern']",singleplayer,T
Heavy Iron Studios,"['Action', 'Platformer', '3D']",NaN,E10+
D'Avekki Studios Limited,"['Adventure', 'General']",singleplayer,T
Power Struggle Games,"['Simulation', 'Virtual', 'Career']",singleplayer,NaN
Pixelogic,"['Driving', 'Racing', 'Mission-based', 'Arcade', 'Automobile']",multiplayer,T
"Jackbox Games, Inc.","['Miscellaneous', 'Party / Minigame']",singleplayer,T
SNK Playmore,"['Action', 'Fighting', '2D']",multiplayer,T
SNK,"['Miscellaneous', 'Compilation']",multiplayer,T
SNK Playmore,"['Miscellaneous', 'Compilation']",multiplayer,T
Terminal Reality,"['Miscellaneous', 'Compilation']",NaN,T
SNK Playmore,"['Action', 'Fighting', '2D']",multiplayer,T
SNK Playmore,"['Action', 'Fighting', '2D']",multiplayer,T
SNK Playmore,"['Action', 'Fighting', '3D']",multiplayer,T
Snap Dragon Games,"['Action Adventure', 'Sci-Fi', 'General']",singleplayer,E10+
TT Games,"['Action Adventure', 'General']",singleplayer,E10+
TT Games,"['Fantasy', 'Action Adventure', 'General']",singleplayer,E10+
Hello Games,"['Puzzle', 'Action']",singleplayer,NaN
The Game Kitchen,"['Adventure', 'Point-and-Click']",singleplayer,NaN
Smoking Car Productions,"['Adventure', 'General']",singleplayer,T
Square Enix,"['Role-Playing', 'Console-style RPG', 'Japanese-Style']",singleplayer,M
Square Enix,"['Role-Playing', 'Japanese-Style']",singleplayer,M
Punk Notion,"['Adventure', '3D', 'Third-Person']",singleplayer,NaN
Falcom,"['Role-Playing', 'General', 'Console-style RPG', 'Japanese-Style']",singleplayer,T
Falcom,"['Role-Playing', 'Japanese-Style']",singleplayer,T
Falcom,"['Role-Playing', 'Japanese-Style']",singleplayer,T
Falcom,"['Role-Playing', 'Japanese-Style']",singleplayer,T
Taito Corporation,"['Action', 'General']",singleplayer,E10+
PlatinumGames,"['Action Adventure', 'General', 'Fantasy', 'Linear']",NaN,T
Krome Studios,"['Action', 'Platformer', '3D']",singleplayer,E10+
Etranges Libellules,"['Action', 'Platformer', '3D']",multiplayer,E10+
Nintendo,"['Action Adventure', 'Open-World']",singleplayer,E10+
GREZZO,"['Fantasy', 'Action Adventure', 'Open-World']",singleplayer,E10+
Tantalus,"['Action Adventure', 'Open-World']",singleplayer,E10+
Nintendo,"['Action Adventure', 'Fantasy']",singleplayer,T
Tantalus,"['Action Adventure', 'General', 'Open-World']",singleplayer,T
Nippon Ichi Software,"['Action', 'Action Adventure', 'General']",singleplayer,E10+
Curve Digital Games,"['Action Adventure', 'Linear']",NaN,E10+
Hinterland,"['Simulation', 'Action Adventure', 'General', 'Survival']",NaN,T
Painted Black Games,"['Action Adventure', 'Survival']",singleplayer,M
Artificial Mind and Movement,"['Action Adventure', 'Fantasy', 'General']",NaN,E10+
Amaze Entertainment,"['Strategy', 'Turn-Based', 'Fantasy', 'General', 'Tactics']",multiplayer,T
Surreal Software,"['Action', 'Action Adventure', 'Shooter', 'General', 'Fantasy', 'Third-Person']",singleplayer,T
EA Games,"['Action', ""Beat-'Em-Up""]",multiplayer,T
EA Games,"['Role-Playing', 'Console-style RPG']",multiplayer,T
Stormfront Studios,"['Action', ""Beat-'Em-Up""]",singleplayer,T
Snowblind Studios,"['Role-Playing', 'Action RPG']",multiplayer,M
InXile Entertainment,"['Adventure', 'General']",singleplayer,T
Twisted Pixel Games,"['Action', 'Platformer', '3D']",singleplayer,E10+
Bloober Team,"['Action Adventure', 'Survival']",singleplayer,NaN
Sabotage Studio,"['Action', 'Platformer', '2D']",singleplayer,E10+
Index Multimedia,"['Adventure', 'General']",singleplayer,T
Ubisoft Montreal,"['Action Adventure', 'Fantasy', 'General']",NaN,T
The Odd Gentlemen,"['Miscellaneous', 'Puzzle', 'General']",NaN,E
White Owls,"['Action', 'General']",singleplayer,M
WayForward,"['Action', 'Platformer', '2D']",singleplayer,E10+
Eurocom Entertainment Software,"['Action Adventure', 'Fantasy', 'General']",singleplayer,T
Now Production,"['Action', 'General']",NaN,E
Virtual Toys,"['Action', 'General']",singleplayer,E
Vicarious Visions,"['Action', 'General']",singleplayer,E
Arika,"['Role-Playing', 'General']",singleplayer,E
NATSUME ATARI Inc.,"['Action', ""Beat-'Em-Up"", '2D']",singleplayer,T
Team Ninja,"['Miscellaneous', 'Compilation']",multiplayer,M
White Paper Games,"['Adventure', '3D', 'First-Person']",singleplayer,T
Monolith Productions,"['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",multiplayer,M
Valve Software,"['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'First-Person', 'Sci-Fi']",multiplayer,M
Obsidian Entertainment,"['Role-Playing', 'Western-Style']",singleplayer,M
Funcom,"['Action Adventure', 'Survival']",singleplayer,NaN
Giant Squid,"['Action Adventure', 'General', 'Open-World']",multiplayer,E10+
Firesprite,"['Adventure', '3D', 'First-Person']",singleplayer,M
Blue Tongue Entertainment,"['Action Adventure', 'Fantasy']",singleplayer,E
Stardock,"['Strategy', 'General']",multiplayer,E10+
KING Art,"['Adventure', 'General', 'Point-and-Click']",singleplayer,T
KING Art,"['Adventure', 'General', 'Point-and-Click']",NaN,NaN
Timberline Studio,"['Action Adventure', 'General']",singleplayer,T
Deconstructeam,"['Adventure', 'Visual Novel']",singleplayer,M
Fireproof Games,"['Adventure', '3D', 'First-Person']",singleplayer,NaN
Pandemic Studios,"['Action Adventure', 'Historic', 'Open-World']",NaN,M
Point of View,"['Action Adventure', 'Fantasy']",singleplayer,T
Atlantis Interactive Entertainment	,"['Adventure', '3D', 'First-Person', 'Fantasy']",singleplayer,T
Ubisoft Blue Byte,"['Miscellaneous', 'Compilation']",singleplayer,NaN
Bandai Namco Games,"['Action', ""Beat-'Em-Up"", '3D']",multiplayer,T
Tequila Works,"['Adventure', 'General']",singleplayer,T
D'Avekki Studios Limited,"['Adventure', 'General']",singleplayer,T
SuperSexySoftware,"['Adventure', '3D', 'First-Person']",singleplayer,NaN
Point of View,"['Action', 'Shooter', 'Third-Person', 'Modern']",singleplayer,M
Big Robot Ltd,"['Adventure', '3D', 'First-Person']",NaN,NaN
Konami,"['Miscellaneous', 'Videos', 'Application']",singleplayer,NaN
Grasshopper Manufacture,"['General', 'Adventure', 'Visual Novel']",NaN,M
EA Redwood Shores,"['Action', 'Platformer', '3D']",singleplayer,T
Radical Entertainment,"['Driving', 'Racing', 'Arcade']",multiplayer,T
Radical Entertainment,"['Driving', 'Action Adventure', 'Mission-based', 'Open-World']",singleplayer,T
Altron,"['Driving', 'Car Combat']",multiplayer,E
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",multiplayer,T
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
Full Fat,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,E
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
The Sims Studio,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",NaN,T
The Sims Studio,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
The Sims Studio,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",NaN,T
The Sims Studio,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",NaN,T
The Sims Studio,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",NaN,T
The Sims Studio,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",NaN,T
Maxis,"['Simulation', 'Virtual', 'Virtual Life']",NaN,T
Maxis,"['Simulation', 'Virtual', 'Virtual Life']",singleplayer,T
Maxis,"['Miscellaneous', 'Virtual Life']",multiplayer,T
Maxis,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Modern']",NaN,T
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",NaN,T
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
Frogwares,"['Action Adventure', 'Survival']",singleplayer,NaN
Access Games,"['Action', 'Simulation', 'Flight', 'Modern Jet', 'Combat']",NaN,T
Sanzaru Games,"['Action Adventure', 'Modern', 'Miscellaneous', 'Compilation']",singleplayer,E10+
Shifting Tides,"['Adventure', '3D', 'First-Person']",singleplayer,E
Dan Smith Studios,"['Adventure', '3D', 'First-Person']",singleplayer,T
Stormfront Studios,"['Adventure', 'General']",singleplayer,E10+
Heavy Iron Studios,"['Action', 'Platformer', '3D']",singleplayer,E
The Station,"['Adventure', '3D', 'First-Person']",singleplayer,T
Surreal Software,"['Action Adventure', 'Horror', 'Survival']",singleplayer,M
Surreal Software,"['Action Adventure', 'Horror']",singleplayer,M
101%,"['Adventure', '3D', 'First-Person']",singleplayer,NaN
Red Storm Entertainment,"['Action', 'Shooter', 'First-Person', 'Third-Person', ""Shoot-'Em-Up"", 'Tactical', 'Top-Down', 'Modern']",NaN,T
Deck 13,"['Role-Playing', 'Action RPG']",singleplayer,M
Deck 13,"['Role-Playing', 'Action RPG']",singleplayer,M
Team17,"['Action Adventure', 'Survival']",multiplayer,E10+
Size Five Games,"['Action', 'Platformer', '3D']",NaN,E10+
One Bit Beyond,"['Role-Playing', 'Action RPG']",singleplayer,E10+
Square Enix,"['Miscellaneous', 'Puzzle', 'Action']",singleplayer,E
Square Enix,"['Miscellaneous', 'Puzzle', 'Action']",singleplayer,E
Croteam,"['Sci-Fi', 'Adventure', '3D', 'First-Person']",singleplayer,T
Croteam,"['Adventure', '3D', 'First-Person', 'Sci-Fi']",NaN,T
Spiders,"['Role-Playing', 'General', 'Western-Style']",singleplayer,M
Troika Games,"['Role-Playing', 'PC-style RPG', 'Western-Style']",singleplayer,T
Frogwares,"['Adventure', 'General']",singleplayer,M
Computer Artworks,"['Action Adventure', 'Horror']",singleplayer,M
Shin'en,"['Action Adventure', 'General', 'Sandbox']",singleplayer,E
Vivarium,"['Miscellaneous', 'Virtual Life']",singleplayer,E
LKA Interactive,"['Adventure', '3D', 'First-Person']",NaN,M
Bulkhead Interactive,"['Action', 'Shooter', 'First-Person', 'Arcade']",NaN,T
Vitamin G Studios,"['Miscellaneous', 'Puzzle', 'General']",NaN,E
rionix,"['Strategy', 'Management', 'Business / Tycoon']",singleplayer,NaN
Maxis,"['Miscellaneous', 'Virtual Life']",multiplayer,T
The Astronauts,"['Miscellaneous', 'Adventure', 'General', '3D', 'First-Person']",singleplayer,M
Survios,"['Action Adventure', 'Survival']",singleplayer,M
Telltale Games,"['Action', 'Miscellaneous', 'Adventure', 'General', 'Compilation', 'Point-and-Click']",NaN,M
Telltale Games,"['Miscellaneous', 'Adventure', 'Compilation', 'Point-and-Click']",singleplayer,M
Telltale Games,"['Action', 'Miscellaneous', 'Adventure', 'General', 'Compilation', 'Point-and-Click']",NaN,M
Telltale Games,"['Miscellaneous', 'Adventure', 'General', 'Compilation', 'Point-and-Click']",NaN,M
Telltale Games,"['Miscellaneous', 'Adventure', 'General', 'Compilation', 'Point-and-Click']",NaN,M
Telltale Games,"['Miscellaneous', 'Adventure', 'General', 'Compilation', 'Point-and-Click']",NaN,M
Telltale Games,"['Miscellaneous', 'Adventure', 'General', 'Compilation', 'Point-and-Click']",NaN,M
Telltale Games,"['Adventure', '3D', 'Third-Person']",NaN,NaN
Telltale Games,"['Adventure', '3D', 'Third-Person']",NaN,M
Skydance Interactive,"['Action', 'Action Adventure', 'General', 'Survival']",singleplayer,M
Telltale Games,"['Action', 'Adventure', 'General', 'Point-and-Click']",singleplayer,M
Telltale Games,"['General', 'Action', 'Adventure', 'Point-and-Click']",NaN,M
Telltale Games,"['General', 'Action', 'Adventure', 'Point-and-Click']",NaN,M
Telltale Games,"['General', 'Action', 'Adventure', 'Point-and-Click']",NaN,M
Telltale Games,"['General', 'Action', 'Adventure', 'Point-and-Click']",NaN,M
Telltale Games,"['Action', 'Adventure', 'General', 'Point-and-Click']",NaN,M
Terminal Reality,"['Action', 'Action Adventure', 'Shooter', 'Survival', 'First-Person', 'Sci-Fi', 'Arcade']",NaN,M
Telltale Games,"['Miscellaneous', 'Compilation']",singleplayer,M
Telltale Games,"['Action', 'General', 'Adventure', 'Point-and-Click']",NaN,M
Telltale Games,"['Action', 'Adventure', 'General', 'Point-and-Click']",NaN,NaN
Telltale Games,"['Adventure', 'Point-and-Click']",NaN,NaN
Telltale Games,"['Adventure', 'Point-and-Click']",NaN,M
Telltale Games,"['Adventure', 'Point-and-Click']",singleplayer,M
Telltale Games,"['Adventure', 'Point-and-Click']",singleplayer,NaN
Other Ocean Interactive,"['Action', 'Platformer', '2D']",NaN,E10+
Fragile Bits,"['Adventure', 'General']",singleplayer,T
Tin Man Games,"['Role-Playing', 'Western-Style']",singleplayer,NaN
Rockstar Toronto,"['Action', ""Beat-'Em-Up""]",multiplayer,M
CD Projekt Red Studio,"['Action RPG', 'Role-Playing']",singleplayer,M
CD Projekt Red Studio,"['Action RPG', 'Role-Playing']",singleplayer,M
CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",singleplayer,M
CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",singleplayer,M
